segment_id,split_label,anomaly_label,domain_shift_op,domain_shift_env,imp23absu_mic,ism330dhcx_acc,ism330dhcx_gyro
20240423_16_02_50_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_16_02_50_DataLog_0.parquet,ism330dhcx_acc_20240423_16_02_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_02_50_DataLog_0.parquet
20240423_15_18_18_segment_0,Normal_Source_Train,normal,spd2000,BckgA,imp23absu_mic_20240423_15_18_18_DataLog_0.parquet,ism330dhcx_acc_20240423_15_18_18_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_18_18_DataLog_0.parquet
20240423_14_45_10_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_45_10_DataLog_0.parquet,ism330dhcx_acc_20240423_14_45_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_45_10_DataLog_0.parquet
20240423_13_37_58_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_37_58_DataLog_0.parquet,ism330dhcx_acc_20240423_13_37_58_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_37_58_DataLog_0.parquet
20240423_14_03_56_segment_0,Normal_Source_Train,normal,spd1800,BckgD,imp23absu_mic_20240423_14_03_56_DataLog_0.parquet,ism330dhcx_acc_20240423_14_03_56_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_03_56_DataLog_0.parquet
20240423_15_01_59_segment_0,Normal_Source_Train,normal,spd2000,BckgF,imp23absu_mic_20240423_15_01_59_DataLog_0.parquet,ism330dhcx_acc_20240423_15_01_59_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_01_59_DataLog_0.parquet
20240423_15_43_48_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_43_48_DataLog_0.parquet,ism330dhcx_acc_20240423_15_43_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_43_48_DataLog_0.parquet
20240423_13_51_51_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_51_51_DataLog_0.parquet,ism330dhcx_acc_20240423_13_51_51_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_51_51_DataLog_0.parquet
20240423_15_38_11_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_38_11_DataLog_0.parquet,ism330dhcx_acc_20240423_15_38_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_38_11_DataLog_0.parquet
20240423_16_02_21_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_16_02_21_DataLog_0.parquet,ism330dhcx_acc_20240423_16_02_21_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_02_21_DataLog_0.parquet
20240423_15_53_37_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_15_53_37_DataLog_0.parquet,ism330dhcx_acc_20240423_15_53_37_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_53_37_DataLog_0.parquet
20240423_15_42_09_segment_0,Normal_Source_Train,normal,spd2400,BckgF,imp23absu_mic_20240423_15_42_09_DataLog_0.parquet,ism330dhcx_acc_20240423_15_42_09_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_42_09_DataLog_0.parquet
20240423_16_19_06_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_19_06_DataLog_0.parquet,ism330dhcx_acc_20240423_16_19_06_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_19_06_DataLog_0.parquet
20240423_15_51_01_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_15_51_01_DataLog_0.parquet,ism330dhcx_acc_20240423_15_51_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_51_01_DataLog_0.parquet
20240423_14_17_30_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_17_30_DataLog_0.parquet,ism330dhcx_acc_20240423_14_17_30_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_17_30_DataLog_0.parquet
20240423_12_45_03_segment_0,Normal_Source_Train,normal,spd1500,BckgC,imp23absu_mic_20240423_12_45_03_DataLog_0.parquet,ism330dhcx_acc_20240423_12_45_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_45_03_DataLog_0.parquet
20240423_13_48_03_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_48_03_DataLog_0.parquet,ism330dhcx_acc_20240423_13_48_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_48_03_DataLog_0.parquet
20240423_14_29_18_segment_0,Normal_Source_Train,normal,spd1900,BckgC,imp23absu_mic_20240423_14_29_18_DataLog_0.parquet,ism330dhcx_acc_20240423_14_29_18_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_29_18_DataLog_0.parquet
20240423_16_19_35_segment_0,Normal_Source_Train,normal,spd3000,BckgA,imp23absu_mic_20240423_16_19_35_DataLog_0.parquet,ism330dhcx_acc_20240423_16_19_35_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_19_35_DataLog_0.parquet
20240423_14_01_08_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_01_08_DataLog_0.parquet,ism330dhcx_acc_20240423_14_01_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_01_08_DataLog_0.parquet
20240423_13_54_10_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_54_10_DataLog_0.parquet,ism330dhcx_acc_20240423_13_54_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_54_10_DataLog_0.parquet
20240423_16_09_48_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_16_09_48_DataLog_0.parquet,ism330dhcx_acc_20240423_16_09_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_09_48_DataLog_0.parquet
20240423_15_03_56_segment_0,Normal_Source_Train,normal,spd2000,BckgA,imp23absu_mic_20240423_15_03_56_DataLog_0.parquet,ism330dhcx_acc_20240423_15_03_56_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_03_56_DataLog_0.parquet
20240423_15_14_34_segment_0,Normal_Source_Train,normal,spd2000,BckgF,imp23absu_mic_20240423_15_14_34_DataLog_0.parquet,ism330dhcx_acc_20240423_15_14_34_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_14_34_DataLog_0.parquet
20240423_16_00_05_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_16_00_05_DataLog_0.parquet,ism330dhcx_acc_20240423_16_00_05_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_00_05_DataLog_0.parquet
20240423_12_58_18_segment_0,Normal_Source_Train,normal,spd1500,BckgC,imp23absu_mic_20240423_12_58_18_DataLog_0.parquet,ism330dhcx_acc_20240423_12_58_18_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_58_18_DataLog_0.parquet
20240423_15_43_28_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_43_28_DataLog_0.parquet,ism330dhcx_acc_20240423_15_43_28_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_43_28_DataLog_0.parquet
20240423_15_53_08_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_15_53_08_DataLog_0.parquet,ism330dhcx_acc_20240423_15_53_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_53_08_DataLog_0.parquet
20240423_14_19_38_segment_0,Normal_Source_Train,normal,spd1800,BckgD,imp23absu_mic_20240423_14_19_38_DataLog_0.parquet,ism330dhcx_acc_20240423_14_19_38_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_19_38_DataLog_0.parquet
20240423_15_54_07_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_15_54_07_DataLog_0.parquet,ism330dhcx_acc_20240423_15_54_07_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_54_07_DataLog_0.parquet
20240423_14_57_08_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_14_57_08_DataLog_0.parquet,ism330dhcx_acc_20240423_14_57_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_57_08_DataLog_0.parquet
20240423_16_23_22_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_23_22_DataLog_0.parquet,ism330dhcx_acc_20240423_16_23_22_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_23_22_DataLog_0.parquet
20240423_15_02_58_segment_0,Normal_Source_Train,normal,spd2000,BckgC,imp23absu_mic_20240423_15_02_58_DataLog_0.parquet,ism330dhcx_acc_20240423_15_02_58_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_02_58_DataLog_0.parquet
20240423_14_40_22_segment_0,Normal_Source_Train,normal,spd1900,BckgA,imp23absu_mic_20240423_14_40_22_DataLog_0.parquet,ism330dhcx_acc_20240423_14_40_22_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_40_22_DataLog_0.parquet
20240423_14_18_19_segment_0,Normal_Source_Train,normal,spd1800,BckgA,imp23absu_mic_20240423_14_18_19_DataLog_0.parquet,ism330dhcx_acc_20240423_14_18_19_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_18_19_DataLog_0.parquet
20240423_14_16_49_segment_0,Normal_Source_Train,normal,spd1800,BckgD,imp23absu_mic_20240423_14_16_49_DataLog_0.parquet,ism330dhcx_acc_20240423_14_16_49_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_16_49_DataLog_0.parquet
20240423_16_24_51_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_24_51_DataLog_0.parquet,ism330dhcx_acc_20240423_16_24_51_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_24_51_DataLog_0.parquet
20240423_13_00_29_segment_0,Normal_Source_Train,normal,spd1500,BckgD,imp23absu_mic_20240423_13_00_29_DataLog_0.parquet,ism330dhcx_acc_20240423_13_00_29_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_00_29_DataLog_0.parquet
20240423_13_34_30_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_34_30_DataLog_0.parquet,ism330dhcx_acc_20240423_13_34_30_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_34_30_DataLog_0.parquet
20240423_15_52_00_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_15_52_00_DataLog_0.parquet,ism330dhcx_acc_20240423_15_52_00_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_52_00_DataLog_0.parquet
20240423_13_39_36_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_39_36_DataLog_0.parquet,ism330dhcx_acc_20240423_13_39_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_39_36_DataLog_0.parquet
20240423_16_08_59_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_16_08_59_DataLog_0.parquet,ism330dhcx_acc_20240423_16_08_59_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_08_59_DataLog_0.parquet
20240423_14_41_02_segment_0,Normal_Source_Train,normal,spd1900,BckgF,imp23absu_mic_20240423_14_41_02_DataLog_0.parquet,ism330dhcx_acc_20240423_14_41_02_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_41_02_DataLog_0.parquet
20240423_14_04_46_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_04_46_DataLog_0.parquet,ism330dhcx_acc_20240423_14_04_46_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_04_46_DataLog_0.parquet
20240423_13_18_09_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_18_09_DataLog_0.parquet,ism330dhcx_acc_20240423_13_18_09_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_18_09_DataLog_0.parquet
20240423_14_36_24_segment_0,Normal_Source_Train,normal,spd1900,BckgC,imp23absu_mic_20240423_14_36_24_DataLog_0.parquet,ism330dhcx_acc_20240423_14_36_24_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_36_24_DataLog_0.parquet
20240423_15_51_20_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_15_51_20_DataLog_0.parquet,ism330dhcx_acc_20240423_15_51_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_51_20_DataLog_0.parquet
20240423_14_52_07_segment_0,Normal_Source_Train,normal,spd1900,BckgA,imp23absu_mic_20240423_14_52_07_DataLog_0.parquet,ism330dhcx_acc_20240423_14_52_07_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_52_07_DataLog_0.parquet
20240423_16_18_16_segment_0,Normal_Source_Train,normal,spd3000,BckgD,imp23absu_mic_20240423_16_18_16_DataLog_0.parquet,ism330dhcx_acc_20240423_16_18_16_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_18_16_DataLog_0.parquet
20240423_15_23_36_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_23_36_DataLog_0.parquet,ism330dhcx_acc_20240423_15_23_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_23_36_DataLog_0.parquet
20240423_14_46_29_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_46_29_DataLog_0.parquet,ism330dhcx_acc_20240423_14_46_29_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_46_29_DataLog_0.parquet
20240423_14_59_53_segment_0,Normal_Source_Train,normal,spd2000,BckgA,imp23absu_mic_20240423_14_59_53_DataLog_0.parquet,ism330dhcx_acc_20240423_14_59_53_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_59_53_DataLog_0.parquet
20240423_16_22_52_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_22_52_DataLog_0.parquet,ism330dhcx_acc_20240423_16_22_52_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_22_52_DataLog_0.parquet
20240423_13_24_04_segment_0,Normal_Source_Train,normal,spd1600,BckgD,imp23absu_mic_20240423_13_24_04_DataLog_0.parquet,ism330dhcx_acc_20240423_13_24_04_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_24_04_DataLog_0.parquet
20240423_13_37_17_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_37_17_DataLog_0.parquet,ism330dhcx_acc_20240423_13_37_17_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_37_17_DataLog_0.parquet
20240423_14_39_13_segment_0,Normal_Source_Train,normal,spd1900,BckgC,imp23absu_mic_20240423_14_39_13_DataLog_0.parquet,ism330dhcx_acc_20240423_14_39_13_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_39_13_DataLog_0.parquet
20240423_16_24_01_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_24_01_DataLog_0.parquet,ism330dhcx_acc_20240423_16_24_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_24_01_DataLog_0.parquet
20240423_15_12_00_segment_0,Normal_Source_Train,normal,spd2000,BckgA,imp23absu_mic_20240423_15_12_00_DataLog_0.parquet,ism330dhcx_acc_20240423_15_12_00_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_12_00_DataLog_0.parquet
20240423_13_45_04_segment_0,Normal_Source_Train,normal,spd1700,BckgA,imp23absu_mic_20240423_13_45_04_DataLog_0.parquet,ism330dhcx_acc_20240423_13_45_04_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_45_04_DataLog_0.parquet
20240423_15_43_38_segment_0,Normal_Source_Train,normal,spd2400,BckgA,imp23absu_mic_20240423_15_43_38_DataLog_0.parquet,ism330dhcx_acc_20240423_15_43_38_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_43_38_DataLog_0.parquet
20240423_14_30_07_segment_0,Normal_Source_Train,normal,spd1900,BckgA,imp23absu_mic_20240423_14_30_07_DataLog_0.parquet,ism330dhcx_acc_20240423_14_30_07_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_30_07_DataLog_0.parquet
20240423_15_25_13_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_25_13_DataLog_0.parquet,ism330dhcx_acc_20240423_15_25_13_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_25_13_DataLog_0.parquet
20240423_15_33_22_segment_0,Normal_Source_Train,normal,spd2400,BckgA,imp23absu_mic_20240423_15_33_22_DataLog_0.parquet,ism330dhcx_acc_20240423_15_33_22_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_33_22_DataLog_0.parquet
20240423_16_01_42_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_16_01_42_DataLog_0.parquet,ism330dhcx_acc_20240423_16_01_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_01_42_DataLog_0.parquet
20240423_15_18_08_segment_0,Normal_Source_Train,normal,spd2000,BckgC,imp23absu_mic_20240423_15_18_08_DataLog_0.parquet,ism330dhcx_acc_20240423_15_18_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_18_08_DataLog_0.parquet
20240423_14_09_04_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_09_04_DataLog_0.parquet,ism330dhcx_acc_20240423_14_09_04_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_09_04_DataLog_0.parquet
20240423_15_27_19_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_27_19_DataLog_0.parquet,ism330dhcx_acc_20240423_15_27_19_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_27_19_DataLog_0.parquet
20240423_15_03_17_segment_0,Normal_Source_Train,normal,spd2000,BckgC,imp23absu_mic_20240423_15_03_17_DataLog_0.parquet,ism330dhcx_acc_20240423_15_03_17_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_03_17_DataLog_0.parquet
20240423_13_50_12_segment_0,Normal_Source_Train,normal,spd1700,BckgA,imp23absu_mic_20240423_13_50_12_DataLog_0.parquet,ism330dhcx_acc_20240423_13_50_12_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_50_12_DataLog_0.parquet
20240423_16_33_44_segment_0,Normal_Source_Train,normal,spd3000,BckgA,imp23absu_mic_20240423_16_33_44_DataLog_0.parquet,ism330dhcx_acc_20240423_16_33_44_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_33_44_DataLog_0.parquet
20240423_15_55_24_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_15_55_24_DataLog_0.parquet,ism330dhcx_acc_20240423_15_55_24_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_55_24_DataLog_0.parquet
20240423_14_58_55_segment_0,Normal_Source_Train,normal,spd2000,BckgC,imp23absu_mic_20240423_14_58_55_DataLog_0.parquet,ism330dhcx_acc_20240423_14_58_55_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_58_55_DataLog_0.parquet
20240423_16_20_44_segment_0,Normal_Source_Train,normal,spd3000,BckgD,imp23absu_mic_20240423_16_20_44_DataLog_0.parquet,ism330dhcx_acc_20240423_16_20_44_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_20_44_DataLog_0.parquet
20240423_15_26_50_segment_0,Normal_Source_Train,normal,spd2400,BckgA,imp23absu_mic_20240423_15_26_50_DataLog_0.parquet,ism330dhcx_acc_20240423_15_26_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_26_50_DataLog_0.parquet
20240423_13_11_15_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_11_15_DataLog_0.parquet,ism330dhcx_acc_20240423_13_11_15_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_11_15_DataLog_0.parquet
20240423_12_54_05_segment_0,Normal_Source_Train,normal,spd1500,BckgC,imp23absu_mic_20240423_12_54_05_DataLog_0.parquet,ism330dhcx_acc_20240423_12_54_05_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_54_05_DataLog_0.parquet
20240423_16_28_08_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_28_08_DataLog_0.parquet,ism330dhcx_acc_20240423_16_28_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_28_08_DataLog_0.parquet
20240423_13_53_20_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_53_20_DataLog_0.parquet,ism330dhcx_acc_20240423_13_53_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_53_20_DataLog_0.parquet
20240423_16_36_39_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_36_39_DataLog_0.parquet,ism330dhcx_acc_20240423_16_36_39_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_36_39_DataLog_0.parquet
20240423_16_38_35_segment_0,Normal_Source_Train,normal,spd3000,BckgA,imp23absu_mic_20240423_16_38_35_DataLog_0.parquet,ism330dhcx_acc_20240423_16_38_35_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_38_35_DataLog_0.parquet
20240423_15_51_10_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_15_51_10_DataLog_0.parquet,ism330dhcx_acc_20240423_15_51_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_51_10_DataLog_0.parquet
20240423_13_55_30_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_55_30_DataLog_0.parquet,ism330dhcx_acc_20240423_13_55_30_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_55_30_DataLog_0.parquet
20240423_13_37_27_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_37_27_DataLog_0.parquet,ism330dhcx_acc_20240423_13_37_27_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_37_27_DataLog_0.parquet
20240423_13_43_14_segment_0,Normal_Source_Train,normal,spd1700,BckgA,imp23absu_mic_20240423_13_43_14_DataLog_0.parquet,ism330dhcx_acc_20240423_13_43_14_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_43_14_DataLog_0.parquet
20240423_13_46_04_segment_0,Normal_Source_Train,normal,spd1700,BckgA,imp23absu_mic_20240423_13_46_04_DataLog_0.parquet,ism330dhcx_acc_20240423_13_46_04_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_46_04_DataLog_0.parquet
20240423_16_19_45_segment_0,Normal_Source_Train,normal,spd3000,BckgD,imp23absu_mic_20240423_16_19_45_DataLog_0.parquet,ism330dhcx_acc_20240423_16_19_45_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_19_45_DataLog_0.parquet
20240423_13_18_19_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_18_19_DataLog_0.parquet,ism330dhcx_acc_20240423_13_18_19_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_18_19_DataLog_0.parquet
20240423_15_35_41_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_35_41_DataLog_0.parquet,ism330dhcx_acc_20240423_15_35_41_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_35_41_DataLog_0.parquet
20240423_12_52_09_segment_0,Normal_Source_Train,normal,spd1500,BckgA,imp23absu_mic_20240423_12_52_09_DataLog_0.parquet,ism330dhcx_acc_20240423_12_52_09_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_52_09_DataLog_0.parquet
20240423_14_27_57_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_27_57_DataLog_0.parquet,ism330dhcx_acc_20240423_14_27_57_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_27_57_DataLog_0.parquet
20240423_13_44_34_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_44_34_DataLog_0.parquet,ism330dhcx_acc_20240423_13_44_34_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_44_34_DataLog_0.parquet
20240423_13_11_05_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_11_05_DataLog_0.parquet,ism330dhcx_acc_20240423_13_11_05_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_11_05_DataLog_0.parquet
20240423_12_43_45_segment_0,Normal_Source_Train,normal,spd1500,BckgA,imp23absu_mic_20240423_12_43_45_DataLog_0.parquet,ism330dhcx_acc_20240423_12_43_45_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_43_45_DataLog_0.parquet
20240423_12_54_24_segment_0,Normal_Source_Train,normal,spd1500,BckgA,imp23absu_mic_20240423_12_54_24_DataLog_0.parquet,ism330dhcx_acc_20240423_12_54_24_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_54_24_DataLog_0.parquet
20240423_14_06_55_segment_0,Normal_Source_Train,normal,spd1800,BckgD,imp23absu_mic_20240423_14_06_55_DataLog_0.parquet,ism330dhcx_acc_20240423_14_06_55_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_06_55_DataLog_0.parquet
20240423_12_58_37_segment_0,Normal_Source_Train,normal,spd1500,BckgD,imp23absu_mic_20240423_12_58_37_DataLog_0.parquet,ism330dhcx_acc_20240423_12_58_37_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_58_37_DataLog_0.parquet
20240423_14_50_08_segment_0,Normal_Source_Train,normal,spd1900,BckgF,imp23absu_mic_20240423_14_50_08_DataLog_0.parquet,ism330dhcx_acc_20240423_14_50_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_50_08_DataLog_0.parquet
20240423_16_40_50_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_40_50_DataLog_0.parquet,ism330dhcx_acc_20240423_16_40_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_40_50_DataLog_0.parquet
20240423_16_01_03_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_16_01_03_DataLog_0.parquet,ism330dhcx_acc_20240423_16_01_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_01_03_DataLog_0.parquet
20240423_14_41_41_segment_0,Normal_Source_Train,normal,spd1900,BckgA,imp23absu_mic_20240423_14_41_41_DataLog_0.parquet,ism330dhcx_acc_20240423_14_41_41_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_41_41_DataLog_0.parquet
20240423_15_52_49_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_15_52_49_DataLog_0.parquet,ism330dhcx_acc_20240423_15_52_49_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_52_49_DataLog_0.parquet
20240423_15_11_31_segment_0,Normal_Source_Train,normal,spd2000,BckgA,imp23absu_mic_20240423_15_11_31_DataLog_0.parquet,ism330dhcx_acc_20240423_15_11_31_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_11_31_DataLog_0.parquet
20240423_14_30_47_segment_0,Normal_Source_Train,normal,spd1900,BckgF,imp23absu_mic_20240423_14_30_47_DataLog_0.parquet,ism330dhcx_acc_20240423_14_30_47_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_30_47_DataLog_0.parquet
20240423_13_56_10_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_56_10_DataLog_0.parquet,ism330dhcx_acc_20240423_13_56_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_56_10_DataLog_0.parquet
